Smiles,bond_target
[Cl:1][c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[OH:8])[CH2:9][CH2:10][c:11]3[cH:12][cH:13][cH:14][cH:15][c:16]3[N:17]2[CH2:18][CH2:19][CH2:20][N:21]([CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH2:3][CH2:4][CH:5]2[CH:6]3[N:7]([CH3:8])[CH2:9][CH2:10][C:11]24[c:12]5[c:13]([O:14][CH:15]14)[c:16]([O:17][CH3:18])[cH:19][cH:20][c:21]5[CH2:22]3,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11]1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[n:1]1[cH:2][cH:3][cH:4][c:5]([cH:6]1)[CH:7]2[N:8]([CH3:9])[CH2:10][CH2:11][CH2:12]2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[O:5][c:6]1[cH:7][cH:8][c:9]([OH:10])[c:11]([cH:12]1)[CH2:13][NH:14][CH:15]2[CH2:16][CH2:17][CH2:18][NH:19][CH:20]2[c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][c:4]([o:5][c:6]2[cH:7][c:8]([OH:9])[c:10]([O:11][CH3:12])[c:13]([OH:14])[c:15]12)-[c:16]3[cH:17][cH:18][c:19]([O:20][CH3:21])[c:22]([O:23][CH3:24])[cH:25]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([N:3]1[CH2:4][CH2:5][N:6]([c:7]2[cH:8][cH:9][c:10]([O:11][CH2:12][CH:13]3[O:14][C:15]([O:16][CH2:17]3)([c:18]4[cH:19][cH:20][c:21]([Cl:22])[cH:23][c:24]4[Cl:25])[CH2:26][N:27]5[C:28](=[O:29])[CH2:30][NH:31][CH:32]5[OH:33])[cH:34][cH:35]2)[CH2:36][CH2:37]1)[CH3:38],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]([NH:3][CH3:4])[CH2:5][c:6]1[cH:7][cH:8][c:9]2[cH:10][cH:11][n:12]([c:13]2[cH:14]1)[CH:15]3[CH2:16][CH2:17][N:18]([CH2:19][CH2:20][c:21]4[cH:22][cH:23][cH:24][cH:25][c:26]4[F:27])[CH2:28][CH2:29]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH2:3][CH2:4][C:5]2([OH:6])[CH:7]3[N:8]([CH3:9])[CH2:10][CH2:11][C:12]24[c:13]5[c:14]([O:15][CH:16]14)[c:17]([O:18][CH3:19])[cH:20][cH:21][c:22]5[CH2:23]3,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]([CH2:3][O:4][c:5]1[cH:6][cH:7][c:8]([cH:9][cH:10]1)[CH2:11][O:12][CH2:13][CH2:14][O:15][CH:16]([CH3:17])[CH3:18])[CH2:19][NH:20][CH:21]([CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8]2[S:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[N:16]([c:17]2[cH:18]1)[CH2:19][CH2:20][CH2:21][N:22]4[CH2:23][CH2:24][N:25]([CH2:26][CH2:27][OH:28])[CH2:29][CH2:30]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]([cH:5][cH:6]1)[CH2:7][CH:8]([NH:9][CH3:10])[CH3:11],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[CH2:1]=[CH:2][c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1,"[1, 0, 0, 0, 0, 0, 0, 0]"
[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH:8]([O:9][CH2:10][CH2:11][N:12]2[CH2:13][CH2:14][N:15]([CH2:16][CH2:17]2)[CH2:18][CH2:19][CH2:20][c:21]3[cH:22][cH:23][cH:24][cH:25][cH:26]3)[c:27]4[cH:28][cH:29][c:30]([F:31])[cH:32][cH:33]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH2:10][CH2:11][c:12]2[cH:13][cH:14][c:15]3[NH:16][CH2:17][CH:18]([c:19]3[cH:20]2)[CH2:21][CH:22]4[N:23]([CH3:24])[CH2:25][CH2:26][CH2:27]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH3:8])[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[CH2:14][NH2:15],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[C:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)=[C:15]([c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[CH2:22][CH3:23])[CH2:24][CH2:25][N:26]([CH3:27])[CH3:28],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8]([O:9][CH:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][NH:19][CH3:20])[cH:21][cH:22]1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[S:10][CH:11]([c:12]3[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19]3)[CH:20]1[OH:21])[CH2:22][CH2:23][NH:24][CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[S:10][CH:11]([c:12]3[cH:13][cH:14][c:15]([O:16][CH3:17])[cH:18][cH:19]3)[CH:20]1[OH:21])[CH2:22][CH2:23][N:24]([CH3:25])[CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Br:1][c:2]1[cH:3][c:4]([O:5][CH3:6])[cH:7][c:8]2[cH:9][c:10]([o:11][c:12]12)[CH:13]3[CH2:14][CH2:15][NH:16][CH2:17][CH2:18]3,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH3:4])[NH:5][CH:6]1[CH2:7][CH2:8][CH:9]([CH2:10][CH2:11][N:12]2[CH2:13][CH2:14][N:15]([c:16]3[cH:17][cH:18][cH:19][c:20]([Cl:21])[c:22]3[Cl:23])[CH2:24][CH2:25]2)[CH2:26][CH2:27]1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH2:8][n:9]2[c:10]([n:11][c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]23)[NH:18][CH:19]4[CH2:20][CH2:21][N:22]([CH2:23][CH2:24][c:25]5[cH:26][cH:27][c:28]([O:29][CH3:30])[cH:31][cH:32]5)[CH2:33][CH2:34]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1([c:3]2[cH:4][cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10]2)[CH2:11][CH2:12][CH2:13][CH2:14][CH:15]1[CH2:16][N:17]([CH3:18])[CH3:19],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[N:7]([c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[CH2:14][CH2:15]2)[CH2:16][CH2:17][CH2:18][N:19]([CH3:20])[CH3:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]1[c:2]2[cH:3][cH:4][c:5]([cH:6][c:7]2[O:8][CH2:9]1)[CH2:10][CH:11]([NH2:12])[CH3:13],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
[OH:1][c:2]1[cH:3][c:4]([cH:5][cH:6][c:7]1[CH:8]([CH3:9])[CH3:10])[CH3:11],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[n:1]1[cH:2][cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][c:5]2[nH:6][c:7]3[c:8]([c:9]2[cH:10]1)[CH2:11][CH2:12][N:13]4[CH2:14][CH:15]5[CH2:16][CH:17]3[CH:18]4[CH:19]([CH2:20][CH3:21])[CH2:22]5)[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH3:8],"[1, 1, 1, 1, 1, 1, 1, 1]"
[OH:1][C:2]([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[C:15]34[CH2:16][CH2:17][N+:18]([CH2:19][CH2:20][O:21][CH2:22][c:23]5[cH:24][cH:25][cH:26][cH:27][cH:28]5)([CH2:29][CH2:30]3)[CH2:31][CH2:32]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([N:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH:10]2[CH2:11][CH2:12][N:13]([CH2:14][CH2:15][c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[CH2:22][CH2:23]2)[CH2:24][CH2:25][CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[CH2:8][CH:9]([NH:10][CH3:11])[CH3:12])[CH3:13],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[O:1]=[C:2]([NH:3][CH2:4][CH2:5][N:6]([CH2:7][CH3:8])[CH2:9][CH3:10])[c:11]1[cH:12][c:13]([Cl:14])[c:15]([NH2:16])[cH:17][c:18]1[O:19][CH3:20],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([CH2:2][CH2:3][N:4]([CH3:5])[CH3:6])[CH:7]([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]([C:5](=[O:6])[NH:7][CH:8]([CH:9]=[CH:10][S:11](=[O:12])(=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[CH2:20][CH2:21][c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[CH2:28][c:29]3[cH:30][cH:31][cH:32][cH:33][cH:34]3)[N:35]4[CH2:36][CH2:37][N:38]([CH3:39])[CH2:40][CH2:41]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][c:4]([n:5]([n:6]1-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH3:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH3:8])[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[CH2:14][NH:15][CH2:16][CH2:17][CH2:18][CH3:19],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][c:5]([I:6])[c:7]([O:8][CH2:9][CH2:10][N:11]([CH2:12][CH3:13])[CH2:14][CH3:15])[c:16]([I:17])[cH:18]1)[c:19]2[c:20]3[cH:21][cH:22][cH:23][cH:24][c:25]3[o:26][c:27]2[CH2:28][CH2:29][CH2:30][CH3:31],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][c:4]2[c:5]([cH:6][c:7]1[O:8][CH3:9])[CH:10]([NH:11][CH2:12][CH2:13]2)[CH2:14][CH:15]3[CH2:16][CH:17]4[c:18]5[cH:19][c:20]([O:21][CH3:22])[c:23]([O:24][CH3:25])[cH:26][c:27]5[CH2:28][CH2:29][N:30]4[CH2:31][CH:32]3[CH2:33][CH3:34])[CH3:35],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][C:4](=[O:5])[c:6]1[cH:7][cH:8][cH:9][cH:10][c:11]1[N:12]([CH3:13])[CH3:14])[NH:15][c:16]2[cH:17][cH:18][c:19]([O:20][c:21]3[n:22][cH:23][c:24]([Br:25])[cH:26][n:27]3)[c:28]([cH:29]2)[CH3:30],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[NH2:1][c:2]1[cH:3][c:4]2[c:5]3[cH:6][cH:7][cH:8][cH:9][c:10]3[cH:11][cH:12][c:13]2[c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]14,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][C:4](=[O:5])[C:6]([NH:7]1)([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[CH:7]3[c:8]4[cH:9][cH:10][cH:11][cH:12][c:13]4[C:14]2([CH2:15][CH2:16][CH2:17][NH:18][CH3:19])[CH2:20][CH2:21]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]=[C:5]([CH:6]=[CH:7][CH:8]=[C:9]([CH:10]=[CH:11][C:12]1=[C:13]([CH3:14])[CH2:15][CH2:16][CH2:17][C:18]1([CH3:19])[CH3:20])[CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][C:3]([c:4]1[cH:5][cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[cH:13]1)([CH2:14][CH2:15][CH2:16][NH:17][CH2:18][CH2:19][c:20]2[cH:21][cH:22][c:23]([O:24][CH3:25])[c:26]([O:27][CH3:28])[cH:29]2)[CH:30]([CH3:31])[CH3:32],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[O:8][CH3:9])[CH2:10][CH:11]=[CH2:12],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH2:4][CH2:5][NH2:6])[CH:7]([O:8][c:9]1[c:10]([Cl:11])[cH:12][cH:13][cH:14][c:15]1[Cl:16])[CH3:17],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]([cH:5][cH:6]1)[N:7]([CH2:8][CH2:9][CH2:10][N:11]([CH2:12][CH3:13])[CH2:14][CH3:15])[CH:16]2[CH2:17][c:18]3[cH:19][cH:20][cH:21][cH:22][c:23]3[CH2:24]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH2:8][CH2:9][CH2:10][O:11][CH2:12][CH2:13][CH2:14][N:15]2[CH2:16][CH2:17][CH2:18][CH2:19][CH2:20]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]([OH:3])[CH2:4][CH:5]([c:6]1[cH:7][n:8][c:9]([O:10][CH3:11])[cH:12][cH:13]1)[N:14]2[C:15](=[O:16])[N:17]([CH2:18][CH2:19]2)[CH2:20][CH2:21][CH2:22][c:23]3[n:24][c:25]4[NH:26][CH2:27][CH2:28][CH2:29][c:30]4[cH:31][cH:32]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]2[O:7][CH2:8][O:9][c:10]2[cH:11]1)[CH:12]([N:13]3[CH2:14][CH2:15][CH2:16][CH2:17]3)[CH3:18],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[Cl:8])[CH:9]2[c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[CH:16]([NH:17][CH3:18])[CH2:19][CH2:20]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH3:4])[CH3:5],"[0, 0, 1, 0]"
[O:1]=[C:2]([c:3]1[cH:4][c:5]2[cH:6][c:7]([cH:8][cH:9][c:10]2[nH:11]1)[NH:12][S:13](=[O:14])(=[O:15])[CH3:16])[N:17]3[CH2:18][CH2:19][N:20]([c:21]4[n:22][cH:23][cH:24][cH:25][c:26]4[NH:27][CH:28]([CH3:29])[CH3:30])[CH2:31][CH2:32]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([C:4](=[O:5])[CH2:6][C:7]([CH3:8])([CH3:9])[CH2:10]1)[CH2:11][CH2:12][CH2:13][CH2:14][N:15]2[CH2:16][CH2:17][N:18]([c:19]3[n:20][cH:21][cH:22][cH:23][n:24]3)[CH2:25][CH2:26]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]1[CH:3]=[CH:4][C:5]23[c:6]4[c:7]([O:8][CH:9]2[CH2:10]1)[c:11]([O:12][CH3:13])[cH:14][cH:15][c:16]4[CH2:17][N:18]([CH3:19])[CH2:20][CH2:21]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([c:4]1[cH:5][cH:6][cH:7][c:8]([cH:9]1)[CH:10]2[CH2:11][N:12]([CH2:13][CH2:14][CH3:15])[CH2:16][CH2:17][CH2:18]2)[CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH2:4][CH3:5])[CH2:6][CH3:7],"[0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]1[CH2:3][CH2:4][CH:5]2[CH:6]3[N:7]([CH3:8])[CH2:9][CH2:10][C:11]24[c:12]5[c:13]([O:14][CH:15]14)[c:16]([OH:17])[cH:18][cH:19][c:20]5[CH2:21]3,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([cH:10]1)[CH2:11][CH2:12][CH2:13][NH:14][CH:15]([c:16]2[cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22][cH:23][cH:24][c:25]23)[CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH2:4][CH3:5])[N:6]1[CH2:7][CH2:8][C:9](=[C:10]2[c:11]3[n:12][cH:13][cH:14][cH:15][c:16]3[CH2:17][CH2:18][c:19]4[cH:20][c:21]([Cl:22])[cH:23][cH:24][c:25]24)[CH2:26][CH2:27]1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]([cH:4][n:5]([n:6]1-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH3:13])[N:14]([CH3:15])[CH3:16],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([CH:3]=[CH:4][c:5]1[cH:6][cH:7][c:8]([OH:9])[c:10]([O:11][CH3:12])[cH:13]1)[CH2:14][C:15](=[O:16])[CH:17]=[CH:18][c:19]2[cH:20][cH:21][c:22]([OH:23])[c:24]([O:25][CH3:26])[cH:27]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[c:2]1[c:3]([cH:4][o:5][c:6]2[cH:7][c:8]([OH:9])[cH:10][c:11]([OH:12])[c:13]12)-[c:14]3[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][cH:21]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]1[c:2]2[cH:3][cH:4][c:5]([cH:6][c:7]2[O:8][CH2:9]1)[CH2:10][CH:11]([NH:12][CH2:13][CH3:14])[CH3:15],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
[F:1][C:2]([F:3])([F:4])[CH:5]([Cl:6])[Br:7],"[0, 0, 0, 0, 0, 1]"
[O:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[C:8]34[CH2:9][CH2:10][N:11]([CH3:12])[CH:13]([CH2:14]2)[CH:15]3[CH2:16][CH2:17][CH2:18][CH2:19]4)[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]2[nH:4][cH:5][n:6][c:7]2[n:8]([c:9](=[O:10])[n:11]1[CH3:12])[CH3:13],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
[O:1]=[N:2][N:3]1[CH2:4][CH2:5][CH2:6][CH:7]1[c:8]2[cH:9][n:10][cH:11][cH:12][cH:13]2,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]2[S:6][c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[N:13]([c:14]2[cH:15]1)[CH2:16][CH2:17][CH2:18][N:19]4[CH2:20][CH2:21][N:22]([CH2:23][CH2:24][OH:25])[CH2:26][CH2:27]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
