Smiles,bond_target
[O:1]=[C:2]([N:3]([c:4]1[c:5]([cH:6][cH:7][cH:8][c:9]1[CH2:10][CH3:11])[CH2:12][CH3:13])[CH2:14][O:15][CH2:16][CH2:17][CH2:18][CH3:19])[CH2:20][Cl:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH3:4])[C:5]12[c:6]3[nH:7][c:8]4[cH:9][cH:10][cH:11][cH:12][c:13]4[c:14]3[CH2:15][CH2:16][N:17]5[CH2:18][CH:19]([CH2:20][CH:21]([CH2:22][CH2:23][O:24][CH3:25])[CH:26]15)[CH2:27]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH:8]=[C:9]2[c:10]3[cH:11][c:12]([Cl:13])[cH:14][cH:15][c:16]3-[c:17]4[c:18]2[cH:19][c:20]([Cl:21])[cH:22][c:23]4[CH:24]([OH:25])[CH2:26][N:27]([CH2:28][CH2:29][CH2:30][CH3:31])[CH2:32][CH2:33][CH2:34][CH3:35],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[c:4]([n:5][cH:6][n:7][c:8]1[CH3:9])[CH3:10])[N:11]2[CH2:12][CH2:13][C:14]([N:15]3[CH2:16][CH2:17][N:18]([CH:19]([c:20]4[cH:21][cH:22][c:23]([cH:24][cH:25]4)[C:26]([F:27])([F:28])[F:29])[CH2:30][O:31][CH3:32])[CH:33]([CH3:34])[CH2:35]3)([CH3:36])[CH2:37][CH2:38]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH3:4])[CH2:5][CH2:6][CH2:7][C:8](=[O:9])[c:10]1[cH:11][n:12][cH:13][cH:14][cH:15]1,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]3[c:7]1[O:8][CH:9]4[CH:10]([OH:11])[CH:12]=[CH:13][CH:14]5[CH:15]([CH2:16]2)[CH2:17][N:18]([CH3:19])[CH2:20][C:21]345,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]([c:3]1[cH:4][cH:5][n:6][c:7]2[cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13][c:14]12)[CH:15]3[N:16]4[CH2:17][CH2:18][CH:19]([CH2:20]3)[CH:21]([CH:22]=[CH2:23])[CH2:24]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[CH2:9][CH2:10][CH2:11][CH2:12][CH3:13],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][C:4]([C:5](=[O:6])[N:7]1[CH3:8])([CH3:9])[CH3:10],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[c:2]1[n:3]([n:4][n:5][n:6]1[CH2:7][CH2:8][N:9]2[CH2:10][CH2:11][C:12]([N:13]([C:14](=[O:15])[CH2:16][CH3:17])[c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)([CH2:24][O:25][CH3:26])[CH2:27][CH2:28]2)[CH2:29][CH3:30],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][C:2]([Cl:3])([Cl:4])[CH:5]([c:6]1[cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12][cH:13]1)[c:14]2[cH:15][cH:16][c:17]([OH:18])[c:19]([OH:20])[cH:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10][c:11]1[C:12](=[O:13])[NH:14][c:15]2[n:16][cH:17][c:18]([Cl:19])[cH:20][cH:21]2)[c:22]3[cH:23][cH:24][c:25]([cH:26][cH:27]3)[C:28](=[NH:29])[N:30]([CH3:31])[CH3:32],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([N:4]1[CH2:5][CH2:6][CH2:7][CH2:8]1)[CH2:9][c:10]2[cH:11][cH:12][c:13]3[nH:14][cH:15][c:16]([c:17]3[cH:18]2)[CH2:19][CH2:20][N:21]([CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH2:8][c:9]3[cH:10][c:11]([cH:12][cH:13][c:14]3[C:15]([F:16])([F:17])[F:18])[C:19]([F:20])([F:21])[F:22])[cH:23][cH:24][c:25]2[c:26]([cH:27]1)[C:28]([F:29])([F:30])[F:31],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][c:4]([o:5][c:6]2[c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[c:13]([O:14][CH3:15])[c:16]([O:17][CH3:18])[c:19]12)-[c:20]3[cH:21][cH:22][c:23]([O:24][CH3:25])[cH:26][cH:27]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([c:4]2[s:5][c:6]([cH:7][c:8]2[C:9](=[N:10][CH2:11]1)[c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[Cl:18])[CH2:19][CH3:20])[CH3:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH2:4][C:5]#[C:6][CH2:7][N:8]([CH2:9][CH3:10])[CH2:11][CH3:12])[C:13]([OH:14])([c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[CH:21]2[CH2:22][CH2:23][CH2:24][CH2:25][CH2:26]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH:4]1[CH2:5][CH:6]2[N:7]([CH3:8])[CH:9]([CH2:10][CH2:11]2)[CH:12]1[C:13](=[O:14])[O:15][CH3:16])[c:17]3[cH:18][cH:19][cH:20][cH:21][cH:22]3,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[CH:4][C:5]2([C:6](=[CH:7]1)[CH2:8][CH2:9][CH:10]3[CH:11]4[CH2:12][CH:13]5[O:14][CH:15]([O:16][C:17]5([C:18](=[O:19])[CH2:20][OH:21])[C:22]4([CH3:23])[CH2:24][CH:25]([OH:26])[CH:27]23)[CH2:28][CH2:29][CH3:30])[CH3:31],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]([C:4](=[O:5])[N:6]([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH3:14])[c:15]([OH:16])[c:17]3[c:18]([Cl:19])[cH:20][cH:21][cH:22][c:23]3[n:24]1[CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)[CH2:10][O:11][CH:12]2[O:13][CH:14]3[O:15][C:16]4([O:17][O:18][C:19]35[CH:20]([CH2:21][CH2:22]4)[CH:23]([CH3:24])[CH2:25][CH2:26][CH:27]5[CH:28]2[CH3:29])[CH3:30],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[c:5]([Cl:6])[cH:7][cH:8][cH:9][c:10]1[CH3:11])[c:12]2[s:13][c:14]([n:15][cH:16]2)[NH:17][c:18]3[n:19][c:20]([n:21][c:22]([cH:23]3)[N:24]4[CH2:25][CH2:26][N:27]([CH2:28][CH2:29][OH:30])[CH2:31][CH2:32]4)[CH3:33],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[s:4][cH:5][cH:6][cH:7]1)[c:8]2[cH:9][n:10][n:11]3[c:12]2[n:13][cH:14][cH:15][c:16]3-[c:17]4[cH:18][cH:19][cH:20][c:21]([cH:22]4)[N:23]([C:24](=[O:25])[CH3:26])[CH3:27],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([NH2:4])[c:5]1[s:6][c:7]2[c:8]([cH:9]1)[CH:10]([NH:11][CH2:12][CH3:13])[CH2:14][N:15]([CH2:16][CH2:17][CH2:18][O:19][CH3:20])[S:21]2(=[O:22])=[O:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH3:4])[c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[NH:11][C:12](=[O:13])[C:14]2=[C:15]([NH:16][c:17]3[cH:18][cH:19][c:20]([cH:21][cH:22]3)[N:23]([C:24](=[O:25])[CH2:26][N:27]4[CH2:28][CH2:29][N:30]([CH3:31])[CH2:32][CH2:33]4)[CH3:34])[c:35]5[cH:36][cH:37][cH:38][cH:39][cH:40]5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH2:4][CH3:5])[N:6]1[CH2:7][CH2:8][C:9](=[C:10]2[c:11]3[n:12][cH:13][cH:14][cH:15][c:16]3[CH2:17][CH2:18][c:19]4[cH:20][c:21]([Cl:22])[cH:23][cH:24][c:25]24)[CH2:26][CH2:27]1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[C:8]34[CH2:9][CH2:10][N:11]([CH3:12])[CH:13]([CH2:14]2)[CH:15]3[CH2:16][CH2:17][CH2:18][CH2:19]4)[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH2:4][CH3:5])[C:6]1([c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH2:13][CH2:14][N:15]([CH3:16])[CH2:17][CH2:18]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[N:8]([CH2:9][c:10]2[n:11][n:12][n:13]([n:14]2)[CH3:15])[CH:16]3[c:17]4[cH:18][c:19]([NH2:20])[cH:21][cH:22][c:23]4[O:24][C:25]([CH3:26])([CH:27]([O:28][CH3:29])[O:30][CH3:31])[CH:32]3[OH:33],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][C:4]([C:5]#[C:6][CH2:7][N:8]([CH2:9][CH3:10])[CH2:11][CH3:12])([CH3:13])[CH3:14])[C:15]([OH:16])([c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[CH:23]2[CH2:24][CH2:25][CH2:26][CH2:27][CH2:28]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([CH2:3][CH3:4])[C:5]1([c:6]2[cH:7][cH:8][cH:9][c:10]([OH:11])[cH:12]2)[CH2:13][CH2:14][N:15]([CH3:16])[CH2:17][CH2:18]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[F:8])[CH:9]2[CH2:10][CH:11]2[NH:12][c:13]3[n:14][c:15]([n:16][c:17]4[c:18]3[n:19][n:20][n:21]4[CH:22]5[CH2:23][CH:24]([O:25][CH2:26][CH2:27][OH:28])[CH:29]([OH:30])[CH:31]5[OH:32])[S:33][CH2:34][CH2:35][CH3:36],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH2:5][CH:6]([NH:7][C:8](=[O:9])[c:10]1[cH:11][cH:12][c:13]([Cl:14])[c:15]([Cl:16])[cH:17]1)[C:18](=[O:19])[N:20]([CH2:21][CH2:22][CH2:23][O:24][CH3:25])[CH2:26][CH2:27][CH2:28][CH2:29][CH3:30],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][c:4]([cH:5][c:6]2[O:7][C:8]([CH3:9])([CH3:10])[CH:11]3[CH:12]([OH:13])[CH:14]=[C:15]([CH3:16])[CH2:17][CH:18]3[c:19]12)[CH2:20][CH2:21][CH2:22][CH2:23][CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH2:4][c:5]2[c:6]1[c:7]([OH:8])[c:9]([c:10]([O:11][CH3:12])[c:13]2[CH3:14])[CH2:15][CH:16]=[C:17]([CH3:18])[CH2:19][CH2:20][C:21](=[O:22])[OH:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([n:7][cH:8][cH:9][c:10]2[NH:11][CH:12]([CH3:13])[CH2:14][CH2:15][CH2:16][N:17]([CH2:18][CH3:19])[CH2:20][CH3:21])[cH:22]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[s:4][cH:5][cH:6][cH:7]1)[c:8]2[cH:9][cH:10][c:11]([O:12][CH2:13][CH2:14][CH2:15][OH:16])[c:17]([Cl:18])[c:19]2[Cl:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]([NH:4][CH3:5])[c:6]([n:7]([n:8]1-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH3:15])[CH3:16],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[c:3]2[c:4]3[cH:5][cH:6][cH:7][cH:8][c:9]3[n:10]([c:11]2[CH2:12][CH2:13][N:14]1[CH2:15][c:16]4[n:17][cH:18][nH:19][c:20]4[CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][CH2:9][CH2:10][N:11]([CH2:12][CH2:13][CH2:14][CH3:15])[CH2:16][CH2:17][CH2:18][CH3:19])[cH:20][cH:21]1)[c:22]2[c:23]3[cH:24][c:25]([cH:26][cH:27][c:28]3[o:29][c:30]2[CH2:31][CH2:32][CH2:33][CH3:34])[NH:35][S:36](=[O:37])(=[O:38])[CH3:39],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][c:4]([cH:5][c:6]2[O:7][C:8]([CH3:9])([CH3:10])[CH:11]3[CH2:12][CH2:13][C:14](=[CH:15][CH:16]3[c:17]12)[CH3:18])[CH2:19][CH2:20][CH2:21][CH2:22][CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH3:4])[CH2:5][CH3:6],"[0, 0, 1, 1, 0]"
[O:1]=[c:2]1[c:3]2[c:4]([n:5][cH:6][n:7]2[CH3:8])[n:9]([c:10](=[O:11])[n:12]1[CH3:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH2:3][CH2:4][C:5]2([OH:6])[CH:7]3[N:8]([CH3:9])[CH2:10][CH2:11][C:12]24[c:13]5[c:14]([O:15][CH:16]14)[c:17]([OH:18])[cH:19][cH:20][c:21]5[CH2:22]3,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([CH2:2][CH2:3][N:4]([CH3:5])[CH3:6])[CH:7]([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH2:14][CH2:15][O:16][CH:17]3[CH2:18][CH2:19]3)[cH:20][cH:21]2)[CH:22]4[O:23][CH:24]([CH2:25][OH:26])[CH:27]([OH:28])[CH:29]([OH:30])[CH:31]4[OH:32],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]2[CH:4]([c:5]3[cH:6][cH:7][c:8]4[O:9][CH2:10][O:11][c:12]4[cH:13]3)[c:14]5[nH:15][c:16]6[cH:17][cH:18][cH:19][cH:20][c:21]6[c:22]5[CH2:23][CH:24]2[C:25](=[O:26])[N:27]([CH3:28])[CH2:29]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][c:4]2[c:5]([cH:6][cH:7][c:8]1[O:9][CH3:10])-[c:11]3[c:12]([O:13][CH3:14])[c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21][c:22]3[CH2:23][CH2:24][CH:25]2[NH:26][C:27](=[O:28])[CH3:29],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[nH:3][c:4]([n:5][c:6]2[c:7]([n:8][n:9]([c:10]12)[CH3:11])[CH2:12][CH2:13][CH3:14])-[c:15]3[cH:16][c:17]([cH:18][cH:19][c:20]3[O:21][CH2:22][CH3:23])[S:24](=[O:25])(=[O:26])[N:27]4[CH2:28][CH2:29][N:30]([CH3:31])[CH2:32][CH2:33]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([c:4]2[cH:5][cH:6][c:7]([cH:8][c:9]2[C:10](=[N:11][CH2:12]1)[c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[F:19])[N+:20](=[O:21])[O-:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[Cl:1][c:2]1[n:3][c:4]([n:5][c:6]([n:7]1)[NH:8][CH:9]([CH3:10])[CH3:11])[NH:12][CH2:13][CH3:14],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C:7](=[CH:8][CH2:9][CH2:10][NH:11][CH3:12])[c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[CH2:19][CH2:20]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[CH2:10][CH2:11][c:12]2[cH:13][cH:14][c:15]3[NH:16][CH2:17][CH:18]([c:19]3[cH:20]2)[CH2:21][CH:22]4[N:23]([CH3:24])[CH2:25][CH2:26][CH2:27]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8]2[c:9]([cH:10]1)[c:11]3[cH:12][c:13]([Cl:14])[cH:15][c:16]([Cl:17])[c:18]3[cH:19][c:20]2[CH:21]([OH:22])[CH2:23][CH2:24][N:25]([CH2:26][CH2:27][CH2:28][CH3:29])[CH2:30][CH2:31][CH2:32][CH3:33],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH2:9][CH3:10])[cH:11][cH:12]1)[CH3:13],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][c:6]2[c:7]([nH:8][c:9]3[cH:10][c:11]([F:12])[cH:13][c:14]1[c:15]23)-[c:16]4[cH:17][cH:18][c:19]([cH:20][cH:21]4)[CH2:22][NH:23][CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[OH:1][C:2]1([CH2:3][CH2:4][CH2:5][CH2:6][CH2:7]1)[CH:8]([c:9]2[cH:10][cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16]2)[CH2:17][NH:18][CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH:5]([c:6]1[cH:7][n:8][c:9]([O:10][CH3:11])[cH:12][cH:13]1)[N:14]2[C:15](=[O:16])[N:17]([CH2:18][CH2:19]2)[CH2:20][CH2:21][CH2:22][c:23]3[n:24][c:25]4[NH:26][CH2:27][CH2:28][CH2:29][c:30]4[cH:31][cH:32]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]([c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][CH2:14][CH2:15][N:16]2[CH2:17][CH2:18][CH:19]([CH2:20][CH2:21]2)[C:22]([OH:23])([c:24]3[cH:25][cH:26][cH:27][cH:28][cH:29]3)[c:30]4[cH:31][cH:32][cH:33][cH:34][cH:35]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[C:8](=[CH:9][CH2:10][CH2:11][N:12]([CH3:13])[CH3:14])[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[CH2:21]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
