Smiles,CYP1A2,CYP2A6,CYP2B6,CYP2C8,CYP2C9,CYP2C19,CYP2D6,CYP2E1,CYP3A4,St_smi,stratify_col
CC1(C)CC(O)[C@@]2(CO)C(O)C[C@@]3(C)C(=CCC4[C@]5(C)CCC(O)C(C)(C)C5CC[C@@]43C)C2C1,,,,,,,,,0.0,CC1(C)CC(O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,0.0
[O:1]=[C:2]([CH:3]=[CH:4][CH2:5][N:6]1[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11]1)[NH:12][c:13]2[cH:14][c:15]3[c:16]([n:17][cH:18][n:19][c:20]3[NH:21][c:22]4[cH:23][cH:24][c:25]([F:26])[c:27]([Cl:28])[cH:29]4)[cH:30][c:31]2[O:32][CH3:33],0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)C=CCN1CCCCC1,2.0
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,1.0
CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)CNC(=O)/C(=C\c2ccccc2)N(C)C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(C)CC1NC(=O)C(C)N(C)C(=O)CNC(=O)C(=Cc2ccccc2)N(C)C1=O,1.0
O=C1C=C2C(=C3[C@H]([C@H]4[C@@](C)([C@](O)(CC#N)CC4)CC3)CC2)CC1,,,,,,,,,1.0,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N,1.0
ClC(Cl)Br,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ClC(Cl)Br,4.0
Clc1cc2[C@H](O)CCCN(C(=O)c3c(C)cc(NC(=O)c4c(C)cccc4)cc3)c2cc1,,,,,,,,,1.0,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1,1.0
S(=O)(=O)(Nc1cc2c(cc(-c3c(OC)c(C(C)(C)C)cc(N4C(=O)N=C(O)C=C4)c3)cc2)cc1)C,,,,,,,,,1.0,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(O)nc2=O)cc1C(C)(C)C,1.0
Clc1ccccc1Cl,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Clc1ccccc1Cl,3.0
FC(F)(F)c1n2c(nn1)CN(C(=O)C[C@H](N)Cc1c(F)cc(F)c(F)c1)CC2,,,,,,,,,1.0,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,1.0
[O:1]=[C:2]1[C:3]([S:4][C:5](=[N:6][CH2:7][CH2:8][CH3:9])[N:10]1[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[CH3:17])=[CH:18][c:19]3[cH:20][cH:21][c:22]([O:23][CH2:24][CH:25]([OH:26])[CH2:27][OH:28])[c:29]([Cl:30])[cH:31]3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCCN=C1SC(=Cc2ccc(OCC(O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,1.0
O=C(C)[C@]1(O)[C@]2(C)[C@H]([C@H]3C([C@@H](c4ccc(N(C)C)cc4)C2)=C2C(=CC(=O)CC2)CC3)CC1,1.0,,,,,0.0,0.0,,1.0,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,2.0
CC1=CC(O)[C@@]2(C)C(O)C[C@@]3(C)C(CCC4[C@]5(C)CCC(O)C(C)(C)C5CC[C@@]43C)C2C1C,,,,,,,,,0.0,CC1=CC(O)C2(C)C(O)CC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,0.0
Clc1c(F)c(Cc2c(OC)cc3N([C@@H](C(C)C)CO)C=C(C(=O)O)C(=O)c3c2)ccc1,,,,,,,,,1.0,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2C(CO)C(C)C,1.0
O=C1N(C2OC(CO)C(N=[N+]=[N-])C2)C=C(C)C(=O)N1,,,,,,1.0,1.0,,,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,2.0
O=C(O)C(N)(Cc1cc(O)c(O)cc1)C,1.0,,,,,,,,,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,1.0
CN1CCN(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](/C=C/S(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,1.0
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,2.0
O=C(C)[C@]1(C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(C(C)=C3)=CC(=O)CC4)CC2)CC1,,,,,,,,,1.0,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,1.0
COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1,6.0
[CH3:1][CH:2]([O:3][c:4]1[cH:5][c:6](-[c:7]2[cH:8][n:9][n:10]([CH:11]3[CH2:12][CH2:13][NH:14][CH2:15][CH2:16]3)[cH:17]2)[cH:18][n:19][c:20]1[NH2:21])[c:22]1[c:23]([Cl:24])[cH:25][cH:26][c:27]([F:28])[c:29]1[Cl:30],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,1.0
CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CCCCCC(O)C=CC1C2CC(OO2)C1CC=CCCCC(=O)O,3.0
Fc1c2c(c(O)c(N=C(O)CN3CCCC3)c1)C(=O)C1=C(O)[C@]3(O)C(=O)C(C(O)=N)=C(O)[C@@H](N(C)C)[C@@H]3C[C@@H]1C2,,,,,,,,,1.0,CN(C)C1C(O)=C(C(=N)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)c(N=C(O)CN5CCCC5)cc(F)c4CC3CC12,1.0
N#Cc1c(Cl)cccc1Cl,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N#Cc1c(Cl)cccc1Cl,1.0
O=C(OCC)O[C@@]1(C(=O)COC(=O)CC)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1,,,,,,,,,1.0,CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,1.0
Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,4.0
C=C1CC1CC(NC(=O)CCC(N)C(=O)O)C(=O)O,,,,,,,,,0.0,C=C1CC1CC(NC(=O)CCC(N)C(=O)O)C(=O)O,0.0
CC(=O)OC1CC2[C@]3(C)CCC(OC(=O)CC(=O)O)C(C)(C)C3CC[C@]2(C)[C@@]2(C)CCC([C@]3(C)CCC(C(C)(C)O)O3)C12,,,,,,,,,0.0,CC(=O)OC1CC2C3(C)CCC(OC(=O)CC(=O)O)C(C)(C)C3CCC2(C)C2(C)CCC(C3(C)CCC(C(C)(C)O)O3)C12,0.0
OC(CNC(C)(C)C)c1cc(CO)c(O)cc1,,,,,,,,,1.0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,1.0
COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,COc1cccc(C(C)NCCCc2ccccc2Cl)c1,1.0
O[C@@H]([C@H](N=C(O)CCCCCCC)CN1CCCC1)c1cc2OCCOc2cc1,,,,,,,,,1.0,CCCCCCCC(O)=NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,1.0
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,5.0
O=c1cc(C(F)(F)F)c2ccc(OCc3ccccc3)cc2o1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,O=c1cc(C(F)(F)F)c2ccc(OCc3ccccc3)cc2o1,5.0
ClC(Cl)C(O)=N[C@@H]([C@H](O)c1ccc([N+](=O)[O-])cc1)CO,,,,,,1.0,1.0,,,O=[N+]([O-])c1ccc(C(O)C(CO)N=C(O)C(Cl)Cl)cc1,2.0
Oc1c(O)ccc(CCN)c1,1.0,,,,1.0,1.0,1.0,,,NCCc1ccc(O)c(O)c1,4.0
COC(OC)[C@@]1(C)Oc2ccc(N)cc2[C@H](N(Cc2nnn(C)n2)c2ccc(Cl)cc2)[C@H]1O,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COC(OC)C1(C)Oc2ccc(N)cc2C(N(Cc2nnn(C)n2)c2ccc(Cl)cc2)C1O,8.0
COc1ccc(CCNCCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,4.0
Clc1cc2Nc3c(C(=NC(CCCN(CC)CC)C)c2cc1)cc(OC)cc3,,,,,,,,,1.0,CCN(CC)CCCC(C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12,1.0
Clc1c(Cc2ccc(OCC)cc2)cc([C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)cc1,,,,,1.0,,,,1.0,CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1,2.0
C=CC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,C=CC#N,1.0
[OH:1][C:2]1([CH2:3][CH2:4][CH2:5][CH2:6][CH2:7]1)[CH:8]([c:9]2[cH:10][cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16]2)[CH2:17][NH:18][CH3:19],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,CNCC(c1ccc(OC)cc1)C1(O)CCCCC1,2.0
CCCCCCCCCCCCCCCC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(O[C@@]3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(CO)O[C@@]4(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O4)O3)C2O)C(O)C1O)NC(=O)CCCCCCCCCCCCC,,,,,,,,,0.0,CCCCCCCCCCCCCCCC(O)C(COC1OC(CO)C(OC2OC(CO)C(O)C(OC3(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(CO)OC4(C(=O)O)CC(O)C(NC(C)=O)C(C(O)C(O)CO)O4)O3)C2O)C(O)C1O)NC(=O)CCCCCCCCCCCCC,0.0
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,1.0
F[C@]12[C@@H](O)C[C@]3(C)[C@]4(C(=O)COC(=O)C)OC5(O[C@@H]4C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1)CCCC5,,,,,,,,,1.0,CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,1.0
[O:1]=[S:2](=[O:3])([NH:4][CH:5]1[CH2:6][CH:7]([N:8]([c:9]2[n:10][cH:11][n:12][c:13]3[nH:14][cH:15][cH:16][c:17]23)[CH3:18])[CH2:19]1)[CH2:20][CH2:21][CH3:22],0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,CCCS(=O)(=O)NC1CC(N(C)c2ncnc3[nH]ccc23)C1,4.0
Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)cc1)CN2,,,,,,,,,0.0,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)cc1)CN2,0.0
Clc1c(C(OCc2c(Cl)cc(Cl)cc2)Cn2cncc2)ccc(Cl)c1,,,,,,,,,1.0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1.0
Fc1c2C(=O)N(c3ccccc3)C([C@@H](Nc3ncnc4[nH]cnc34)CC)=Nc2ccc1,,,,,,,,,1.0,CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,1.0
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)C1C(O)C[C@]2(C)C3CC=C4C(CCC(O)C4(C)C)[C@@]3(CO)C(=O)C[C@]12C,,,,,,,,,0.0,CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(CO)C(=O)CC12C,0.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C)CC4)CC3)CC2)CC1,,,,,,,,,1.0,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,1.0
O(C(O)=N)CC(COC(O)=N)c1ccccc1,,,,,,,,,1.0,N=C(O)OCC(COC(=N)O)c1ccccc1,1.0
S(=O)(=O)(NC(O)=NN1CCCCCC1)c1ccc(CCNC(=O)c2noc(C)c2)cc1,,,,,1.0,,,,,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(O)=NN3CCCCCC3)cc2)no1,1.0
CC(=O)N[C@@H](CSC(F)(F)[C@@H](OCF)C(F)F)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(=O)NC(CSC(F)(F)C(OCF)C(F)F)C(=O)O,1.0
O=C(N(CC)CC)[C@@H]1C=C2[C@H](N(C)C1)Cc1c3c([nH]c1)cccc23,,,,,,,,,1.0,CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,1.0
CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,4.0
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,2.0
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,,,,,1.0,,,,,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,1.0
O=C(O[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H](c4c(cc(OC(=O)CCCCCC)cc4)CC3)CC2)CC1)CCCCCC,1.0,,,,1.0,1.0,1.0,,1.0,CCCCCCC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC(=O)CCCCCC)CCC12,5.0
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,5.0
Fc1ccc(-c2c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(C3CC3)nc3c2cccc3)cc1,,,,,1.0,,,,,O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,1.0
CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,5.0
Oc1ccc2c(cc3ccc4cccc5ccc2c3c45)c1O,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oc1ccc2c(cc3ccc4cccc5ccc2c3c45)c1O,1.0
CCN(CC)C(=O)c1cccc(C)c1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,CCN(CC)C(=O)c1cccc(C)c1,7.0
CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)CO[P@@](=O)([O-])O[P@](=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],,,,,,,,,0.0,CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,0.0
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,6.0
[O:1]=[C:2]([CH3:3])[CH:4]([OH:5])[CH2:6][c:7]1[cH:8][cH:9][c:10]2[cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16][c:17]2[cH:18]1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COc1ccc2cc(CC(O)C(C)=O)ccc2c1,1.0
OC(=NCC[C@H]1c2c3c(OCC3)ccc2CC1)CC,1.0,,,,1.0,1.0,1.0,,1.0,CCC(O)=NCCC1CCc2ccc3c(c21)CCO3,5.0
[O:1]=[C:2]1[O:3][C:4]([C:5](=[O:6])[N:7]1[CH3:8])([CH3:9])[CH2:10][CH3:11],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,CCC1(C)OC(=O)N(C)C1=O,1.0
C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CC(C(O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,1.0
CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,,,,,,,,,0.0,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,0.0
N(N)CCc1ccccc1,,,,,,1.0,1.0,,1.0,NNCCc1ccccc1,3.0
[cH:1]1[cH:2][cH:3][c:4]([CH2:7][N:8]2[CH2:9][CH2:10][CH:11]([CH2:12][CH:13]3[C:14](=[O:15])[c:16]4[cH:17][c:18]([O:19][CH3:20])[c:21]([O:22][CH3:23])[cH:24][c:25]4[CH2:26]3)[CH2:27][CH2:28]2)[cH:5][cH:6]1,,,,,1.0,,1.0,,1.0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,3.0
CCCCCCCCCCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CCCCCCCCCCCCCCCC(=O)O,1.0
CCNCc1cc(=O)oc2cc(OC)ccc12,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,CCNCc1cc(=O)oc2cc(OC)ccc12,3.0
O=C1N(c2ccccc2)C=C(c2ncccc2)C=C1c1c(C#N)cccc1,,,,,,,,,1.0,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O,1.0
S(=O)(=O)(NC(O)=NC1CCCCC1)c1ccc(CCN=C(O)c2ncc(C)nc2)cc1,,,,,1.0,1.0,1.0,,1.0,Cc1cnc(C(O)=NCCc2ccc(S(=O)(=O)NC(O)=NC3CCCCC3)cc2)cn1,4.0
O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,3.0
O(C)c1c(OC)cc2c([C@@H](CN(CCCN3C(=O)Cc4c(cc(OC)c(OC)c4)CC3)C)C2)c1,,,,,,,,,1.0,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)CC1Cc3cc(OC)c(OC)cc31)CC2,1.0
COc1ccc([C@@H](c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,COc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,9.0
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(CC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(CC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,1.0
CC(C)(C)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,2.0
CC[C@H](N)Cc1ccc2c(c1)OCO2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,CCC(N)Cc1ccc2c(c1)OCO2,3.0
O(Cc1n(C)c2c(n1)ccc(OC)c2)c1ccc(CC2C(O)=NC(=O)S2)cc1,,,,,,,,,1.0,COc1ccc2nc(COc3ccc(CC4SC(=O)N=C4O)cc3)n(C)c2c1,1.0
CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,4.0
O=[N+]([O-])c1cc([C@H]2C(C(=O)OCCCN3CCC(c4ccccc4)(c4ccccc4)CC3)=C(C)NC(C)=C2C(=O)OC)ccc1,,,,,,,,,1.0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,1.0
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,2.0
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,6.0
Oc1c2c(ccc1)C[C@@H](N(CCC)CCc1sccc1)CC2,,,,,,,,,1.0,CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,1.0
[CH3:1][N:2]1[CH2:3][CH2:4][N:5]([c:6]2[cH:7][cH:8][c:9]([C:10](=[O:11])[NH:12][c:13]3[n:14][nH:15][c:16]4[cH:17][cH:18][c:19]([CH2:20][c:21]5[cH:22][c:23]([F:24])[cH:25][c:26]([F:27])[cH:28]5)[cH:29][c:30]34)[c:31]([NH:32][CH:33]3[CH2:34][CH2:35][O:36][CH2:37][CH2:38]3)[cH:39]2)[CH2:40][CH2:41]1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,1.0
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1.0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,1.0
CN1CC[C@@]23c4c5ccc(O)c4O[C@@H]2C(=O)CC[C@@H]3[C@@H]1C5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,3.0
O(C(O)=N[C@H]([C@@H](O)C[C@@H](N=C(O)[C@@H](N=C(O)N(Cc1nc(C(C)C)sc1)C)C(C)C)Cc1ccccc1)Cc1ccccc1)Cc1scnc1,1.0,,,,,,,,1.0,CC(C)c1nc(CN(C)C(O)=NC(C(O)=NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)N=C(O)OCc2cncs2)C(C)C)cs1,2.0
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,2.0
[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][CH2:14][CH2:15][N:16]2[CH2:17][CH2:18][CH:19]([O:20][CH:21]([c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:28]4[cH:29][cH:30][cH:31][cH:32][cH:33]4)[CH2:34][CH2:35]2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,1.0
O=C(OCCOCCN(CC)CC)C1(c2ccccc2)CCCC1,,,,,,,,,1.0,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,1.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,5.0
