Smiles,atom_target
[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[CH:8]([c:9]2[cH:10][cH:11][c:12]([F:13])[cH:14][cH:15]2)[N:16]3[CH2:17][CH2:18][N:19]([CH2:20][CH:21]=[CH:22][c:23]4[cH:24][cH:25][cH:26][cH:27][cH:28]4)[CH2:29][CH2:30]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[c:2]1[nH:3][c:4]2[n:5][cH:6][n:7]([c:8]2[c:9](=[O:10])[n:11]1[CH3:12])[CH3:13],"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([c:4]2[s:5][c:6]([cH:7][c:8]2[C:9](=[N:10][CH2:11]1)[c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[Cl:18])[CH2:19][CH3:20])[CH3:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[c:2]1[cH:3][c:4]([n:5]([n:6]1-[c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[CH3:13])[CH3:14],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[Cl:1][c:2]1[cH:3][cH:4][cH:5][c:6]([Cl:7])[c:8]1[CH:9]=[N:10][N:11]=[C:12]([NH2:13])[NH2:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][n:6][c:7]([n:8]1[CH3:9])[CH2:10][O:11][c:12]2[cH:13][cH:14][c:15]([cH:16][cH:17]2)[S:18](=[O:19])[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[n:1]1[cH:2][cH:3][c:4]2[c:5]3[cH:6][cH:7][c:8]([O:9][CH3:10])[cH:11][c:12]3[nH:13][c:14]2[c:15]1[CH3:16],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[C:1](#[C:2][C:3]([CH3:4])([CH3:5])[CH3:6])[CH:7]=[CH:8][CH2:9][NH:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]12,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
[n:1]1[c:2]([n:3][c:4]([NH2:5])[c:6]2[n:7][c:8]([c:9]([n:10][c:11]12)[NH2:12])-[c:13]3[cH:14][cH:15][cH:16][cH:17][cH:18]3)[NH2:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([NH2:3])[c:4]1[c:5]([Cl:6])[c:7](-[c:8]2[cH:9][n:10][cH:11][cH:12][cH:13]2)[n:14]3[c:15]1[CH2:16][CH2:17][CH2:18][CH2:19]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[n:1]1[cH:2][s:3][cH:4][c:5]1-[c:6]2[n:7][c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[nH:14]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH2:4][CH2:5][c:6]1[cH:7][nH:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH3:14])[cH:15][c:16]12)[CH3:17],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]([OH:4])[c:5]([o:6][c:7]2[cH:8][c:9]([OH:10])[cH:11][c:12]([OH:13])[c:14]12)-[c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]2[S:6][c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[N:13]([c:14]2[cH:15]1)[CH2:16][CH2:17][CH2:18][N:19]4[CH2:20][CH2:21][N:22]([CH2:23][CH2:24][OH:25])[CH2:26][CH2:27]4,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[NH2:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2](=[O:3])([NH2:4])[c:5]1[cH:6][cH:7][c:8]([cH:9][cH:10]1)-[n:11]2[n:12][c:13]([cH:14][c:15]2-[c:16]3[cH:17][cH:18][c:19]([cH:20][cH:21]3)[CH3:22])[C:23]([F:24])([F:25])[F:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH3:4])[CH2:5][CH2:6][CH2:7][C:8](=[O:9])[c:10]1[cH:11][n:12][cH:13][cH:14][cH:15]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[c:2]1[c:3]([OH:4])[c:5]([o:6][c:7]2[cH:8][c:9]([OH:10])[cH:11][c:12]([OH:13])[c:14]12)-[c:15]3[cH:16][cH:17][c:18]([OH:19])[cH:20][cH:21]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH2:8][CH2:9][CH:10]3[CH:11]2[CH2:12][CH2:13][C:14]4([CH3:15])[CH:16]([OH:17])[CH2:18][CH2:19][CH:20]34,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([c:3]1[s:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[cH:11]1)[CH3:12],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1-[c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][c:4]2[cH:5][cH:6][c:7]([Cl:8])[cH:9][c:10]2[C:11](=[N:12][CH2:13]1)[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][c:5]([cH:6][cH:7][c:8]1[O:9][CH2:10][CH:11]([CH3:12])[CH2:13][OH:14])-[c:15]2[n:16][c:17]([c:18]([s:19]2)[C:20](=[O:21])[OH:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[n:1]1[cH:2][cH:3][cH:4][c:5]2[cH:6][c:7]([O:8][CH3:9])[cH:10][c:11]([NH:12][CH:13]([CH3:14])[CH2:15][CH2:16][CH2:17][NH2:18])[c:19]12,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][C:4](=[O:5])[C:6]([C:7](=[O:8])[NH:9]1)([c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH3:17],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[n:1]1[cH:2][c:3]([n:4][c:5]2[c:6]1[cH:7][cH:8][c:9]3[c:10]2[n:11][c:12]([NH2:13])[n:14]3[CH3:15])[CH3:16],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[cH:7][c:8]3[cH:9][cH:10][c:11]4[cH:12][cH:13][cH:14][c:15]5[c:16]6[cH:17][cH:18][cH:19][cH:20][c:21]6[c:22]2[c:23]3[c:24]45,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH2:3])[NH:4][CH:5]([C:6]#[C:7][c:8]1[s:9][c:10]([cH:11][cH:12]1)[CH2:13][c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C:7](=[CH:8][CH2:9][CH2:10][N:11]([CH3:12])[CH3:13])[c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]3[CH2:20][CH2:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]1[NH:3][C:4]2=[N:5][c:6]3[cH:7][cH:8][c:9]([Cl:10])[c:11]([Cl:12])[c:13]3[CH2:14][N:15]2[CH2:16]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]1[O:3][C:4]([C:5]#[C:6][CH:7]2[CH2:8][CH2:9]2)([c:10]3[cH:11][c:12]([Cl:13])[cH:14][cH:15][c:16]3[NH:17]1)[C:18]([F:19])([F:20])[F:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
[NH2:1][c:2]1[cH:3][c:4]2[c:5]3[cH:6][cH:7][cH:8][cH:9][c:10]3[cH:11][cH:12][c:13]2[c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]14,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([S:3][CH3:4])[N:5]([CH2:6][CH3:7])[CH2:8][CH3:9],"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
[C:1](#[C:2][C:3]([CH3:4])([CH3:5])[CH3:6])[CH:7]=[CH:8][CH2:9][N:10]([CH3:11])[CH2:12][c:13]1[cH:14][cH:15][cH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]12,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[C:8](=[CH:9][CH2:10][CH2:11][N:12]([CH3:13])[CH3:14])[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[CH2:21]1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]2[nH:4][c:5]([n:6][c:7]2[n:8]([c:9](=[O:10])[n:11]1[CH3:12])[CH2:13][CH:14]3[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]3)[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[O:1]=[C:2]([OH:3])[C:4]([CH3:5])([CH3:6])[CH2:7][CH2:8][CH2:9][O:10][c:11]1[cH:12][c:13]([cH:14][cH:15][c:16]1[CH3:17])[CH3:18],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([NH2:3])[N:4]([OH:5])[CH:6]([c:7]1[s:8][c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[cH:15]1)[CH3:16],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0]"
[O:1]1[c:2]2[cH:3][cH:4][c:5]([cH:6][c:7]2[O:8][CH2:9]1)[CH2:10][CH:11]([NH:12][CH3:13])[CH2:14][CH3:15],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]2[S:7][c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[N:14]([c:15]2[cH:16]1)[CH2:17][CH:18]([CH3:19])[CH2:20][N:21]([CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][C:4](=[O:5])[C:6]([NH:7]1)([c:8]2[cH:9][cH:10][cH:11][cH:12][cH:13]2)[c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([cH:10]1)[CH2:11][CH:12]([NH2:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[cH:1]1[cH:2][cH:3][c:4]([cH:5][cH:6]1)[CH3:7],"[1, 0, 0, 0, 1, 0, 1]"
[O:1]=[c:2]1[c:3]2[c:4]([n:5][c:6]([n:7]2[CH3:8])[CH3:9])[n:10]([c:11](=[O:12])[n:13]1[CH3:14])[CH2:15][CH:16]3[CH2:17][CH2:18][CH2:19][CH2:20][CH2:21]3,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
[O:1]=[c:2]1[nH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[n:10]1[CH2:11][CH2:12][CH2:13][N:14]3[CH2:15][CH2:16][CH:17]([n:18]4[c:19](=[O:20])[nH:21][c:22]5[cH:23][c:24]([Cl:25])[cH:26][cH:27][c:28]45)[CH2:29][CH2:30]3,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][c:5]([cH:6][cH:7][c:8]1[O:9][CH2:10][CH:11]([CH3:12])[CH3:13])-[c:14]2[n:15][c:16]([c:17]([s:18]2)[C:19](=[O:20])[OH:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[c:3]([cH:4][cH:5][cH:6][c:7]1[CH3:8])[CH3:9])[CH2:10][CH:11]([NH2:12])[CH3:13],"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0]"
[Cl:1][c:2]1[cH:3][c:4]([Cl:5])[c:6]([O:7][CH2:8][CH2:9][CH2:10][O:11][NH:12][C:13](=[N:14][C:15](=[N:16][CH:17]([CH3:18])[CH3:19])[NH2:20])[NH2:21])[cH:22][c:23]1[Cl:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][CH2:2][C:3]([C:4]#[C:5][CH:6]=[CH:7][CH2:8][N:9]([CH3:10])[CH2:11][c:12]1[cH:13][cH:14][cH:15][c:16]2[cH:17][cH:18][cH:19][cH:20][c:21]12)([CH3:22])[CH3:23],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([c:4]2[cH:5][cH:6][c:7]([cH:8][c:9]2[C:10](=[N:11][CH2:12]1)[c:13]3[cH:14][cH:15][cH:16][cH:17][c:18]3[F:19])[N+:20](=[O:21])[O-:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[S:1]=[C:2]([S:3][CH3:4])[N:5]([CH2:6][CH3:7])[CH2:8][CH3:9],"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[c:5]([Cl:6])[cH:7][n:8][cH:9][c:10]1[Cl:11])[c:12]2[cH:13][cH:14][c:15]([O:16][CH:17]([F:18])[F:19])[c:20]([O:21][CH2:22][CH:23]3[CH2:24][CH2:25]3)[cH:26]2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11]1)[CH3:12],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[n:1]1[cH:2][nH:3][c:4]2[c:5]1[n:6][c:7]([n:8][c:9]2[O:10][CH2:11][c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[NH2:18],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]2[S:6][c:7]3[cH:8][cH:9][cH:10][cH:11][c:12]3[N:13]([c:14]2[cH:15]1)[CH2:16][CH2:17][CH2:18][N:19]([CH3:20])[CH3:21],"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([OH:9])[c:10]([O:11][CH3:12])[cH:13]1)[CH2:14][CH2:15][CH2:16][CH2:17][CH:18]=[CH:19][CH:20]([CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
[n:1]1[c:2]([n:3][c:4]([n:5][c:6]1[NH:7][CH2:8][CH3:9])[NH:10][CH:11]([CH3:12])[CH3:13])[S:14][CH3:15],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
[O:1]=[CH:2][CH:3]=[C:4]([CH:5]=[CH:6][CH:7]=[C:8]([CH:9]=[CH:10][C:11]1=[C:12]([CH3:13])[CH2:14][CH2:15][CH2:16][C:17]1([CH3:18])[CH3:19])[CH3:20])[CH3:21],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8]([cH:9][cH:10]1)[C:11](=[N:12][O:13][CH2:14][CH2:15][NH2:16])[CH2:17][CH2:18][CH2:19][CH2:20][O:21][CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([NH:3][CH2:4][CH2:5][CH3:6])[NH:7][S:8](=[O:9])(=[O:10])[c:11]1[cH:12][cH:13][c:14]([Cl:15])[cH:16][cH:17]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
[O:1]=[c:2]1[c:3]2[nH:4][c:5]([n:6][c:7]2[n:8]([c:9](=[O:10])[n:11]1[CH3:12])[CH2:13][c:14]3[o:15][cH:16][cH:17][cH:18]3)[CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
[n:1]1[cH:2][cH:3][cH:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]12,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
[O:1]=[C:2]([OH:3])[CH:4]=[C:5]([CH:6]=[CH:7][CH:8]=[C:9]([CH:10]=[CH:11][C:12]1=[C:13]([CH3:14])[CH2:15][CH2:16][CH2:17][C:18]1([CH3:19])[CH3:20])[CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
[F:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)-[c:8]2[nH:9][c:10]([n:11][c:12]2-[c:13]3[cH:14][cH:15][n:16][c:17]([cH:18]3)[NH:19][CH:20]([c:21]4[cH:22][cH:23][cH:24][cH:25][cH:26]4)[CH3:27])[S:28][CH3:29],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[O:1]=[N+:2]([O-:3])[c:4]1[cH:5][cH:6][c:7]([NH2:8])[cH:9][c:10]1[C:11]([F:12])([F:13])[F:14],"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]2-[c:8]3[cH:9][cH:10][cH:11][cH:12][c:13]3[CH2:14][c:15]2[cH:16]1)[CH3:17],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]"
[O:1]=[c:2]1[nH:3][c:4](=[O:5])[n:6]([c:7]2[n:8][cH:9][n:10]([c:11]12)[CH3:12])[CH3:13],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[n:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[c:8]([c:9]3[cH:10][cH:11][c:12]4[cH:13][cH:14][cH:15][cH:16][c:17]4[c:18]13)[CH3:19],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
