Smiles,bond_target
[O:1]=[c:2]1[c:3]([cH:4][o:5][c:6]2[cH:7][c:8]([OH:9])[cH:10][cH:11][c:12]12)-[c:13]3[cH:14][cH:15][c:16]([O:17][CH3:18])[cH:19][cH:20]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[S:2]([c:3]1[n:4][c:5]2[cH:6][c:7]([F:8])[cH:9][cH:10][c:11]2[nH:12]1)[CH2:13][c:14]3[n:15][cH:16][cH:17][c:18]([O:19][CH2:20][CH:21]4[CH2:22][CH2:23]4)[cH:24]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([CH:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[F:10])[N:11]2[CH2:12][c:13]3[cH:14][c:15]([OH:16])[s:17][c:18]3[CH2:19][CH2:20]2)[CH:21]4[CH2:22][CH2:23]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][c:4]([cH:5][c:6]2[O:7][C:8]([CH3:9])([CH3:10])[CH:11]3[CH:12]([OH:13])[CH:14]=[C:15]([CH3:16])[CH2:17][CH:18]3[c:19]12)[CH2:20][CH2:21][CH2:22][CH2:23][CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][c:4]([cH:5][c:6]2[O:7][C:8]([CH3:9])([CH3:10])[CH:11]3[CH2:12][CH2:13][C:14](=[CH:15][CH:16]3[c:17]12)[CH3:18])[CH2:19][CH2:20][CH2:21][CH2:22][CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][cH:4][c:5]-2[n:6][c:7]3[cH:8][cH:9][c:10]([O:11][CH2:12][CH3:13])[cH:14][c:15]3[o:16][c:17]2[cH:18]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[C:1](#[C:2][C:3]([CH3:4])([CH3:5])[CH3:6])[CH:7]=[CH:8][CH2:9][N:10]([CH3:11])[CH2:12][c:13]1[cH:14][cH:15][cH:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][cH:4][c:5]2-[c:6]([o:7][c:8]3[cH:9][c:10]([O:11][CH2:12][c:13]4[cH:14][cH:15][cH:16][cH:17][cH:18]4)[cH:19][cH:20][c:21]3[c:22]2-[c:23]5[cH:24][cH:25][cH:26][cH:27][c:28]5[C:29](=[O:30])[O:31][CH2:32][c:33]6[cH:34][cH:35][cH:36][cH:37][cH:38]6)[cH:39]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][O:4][CH2:5][CH2:6][OH:7])[c:8]1[cH:9][c:10]2[c:11]([n:12][cH:13][n:14]2[CH3:15])[c:16]([F:17])[c:18]1[NH:19][c:20]3[cH:21][cH:22][c:23]([Br:24])[cH:25][c:26]3[Cl:27],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[CH2:1]=[CH:2][CH:3]=[CH2:4],"[0, 0, 1]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][c:6]([O:7][CH3:8])[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[C:14]([F:15])([F:16])[F:17],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[c:3]2[c:4]3[cH:5][cH:6][cH:7][cH:8][c:9]3[n:10]([c:11]2[CH2:12][CH2:13][N:14]1[CH2:15][c:16]4[n:17][cH:18][nH:19][c:20]4[CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH:4]1[CH2:5][CH2:6][N+:7]([CH3:8])([CH3:9])[CH2:10]1)[C:11]([OH:12])([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH:19]3[CH2:20][CH2:21][CH2:22][CH2:23]3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]([C:5](=[O:6])[NH:7][CH:8]([CH2:9][CH:10]([CH3:11])[CH3:12])[CH:13]([OH:14])[OH:15])[CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1)[c:23]2[n:24][cH:25][cH:26][n:27][cH:28]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH2:4][CH2:5][CH2:6][CH2:7][CH3:8])[CH2:9][CH2:10][CH2:11][CH2:12][CH3:13],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[S:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[N:8]([c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]13)[CH2:15][CH2:16][CH2:17][N:18]4[CH2:19][CH2:20][N:21]([CH3:22])[CH2:23][CH2:24]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([c:5]1[cH:6][cH:7][c:8]2[S:9][c:10]3[cH:11][cH:12][cH:13][cH:14][c:15]3[CH:16]([OH:17])[CH2:18][c:19]2[cH:20]1)[CH3:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[F:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[C:8]2=[N:9][CH2:10][C:11](=[S:12])[N:13]([c:14]3[cH:15][cH:16][c:17]([Cl:18])[cH:19][c:20]23)[CH2:21][C:22]([F:23])([F:24])[F:25],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH:5]([OH:6])[CH2:7][CH:8]([OH:9])[CH:10]=[CH:11][c:12]1[c:13]([n:14][c:15]([n:16][c:17]1[CH:18]([CH3:19])[CH3:20])[N:21]([CH3:22])[S:23](=[O:24])(=[O:25])[CH3:26])-[c:27]2[cH:28][cH:29][c:30]([F:31])[cH:32][cH:33]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][c:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[c:11]1[OH:12])[CH2:13][N:14]([CH3:15])[CH2:16][CH:17]=[CH:18][C:19]#[C:20][C:21]([CH3:22])([CH3:23])[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([c:5]1[cH:6][cH:7][c:8]2[cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14][c:15]2[cH:16]1)[CH3:17],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]1[c:2]2[cH:3][cH:4][c:5]([cH:6][c:7]2[O:8][CH2:9]1)[CH2:10][CH:11]([NH:12][CH2:13][CH3:14])[CH3:15],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]"
[Cl:1][C:2]([Cl:3])([Cl:4])[CH:5]([c:6]1[cH:7][cH:8][c:9]([O:10][CH3:11])[cH:12][cH:13]1)[c:14]2[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][cH:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[S:3][CH:4]([C:5](=[O:6])[NH:7]1)[CH2:8][c:9]2[cH:10][cH:11][c:12]([O:13][CH2:14][CH2:15][N:16]([c:17]3[n:18][cH:19][cH:20][cH:21][cH:22]3)[CH3:23])[cH:24][cH:25]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[S:2]([c:3]1[n:4][c:5]2[cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11][c:12]2[nH:13]1)[CH2:14][c:15]3[n:16][cH:17][c:18]([c:19]([O:20][CH3:21])[c:22]3[CH3:23])[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[C:8](=[CH:9][CH2:10][CH2:11][N:12]([CH3:13])[CH3:14])[c:15]3[cH:16][cH:17][cH:18][cH:19][c:20]3[CH2:21]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1)[n:10]2[c:11]3[cH:12][cH:13][c:14]([O:15][CH3:16])[cH:17][c:18]3[c:19]([c:20]2[CH3:21])[CH2:22][C:23](=[O:24])[NH:25][CH2:26][CH2:27][c:28]4[cH:29][cH:30][cH:31][cH:32][cH:33]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH:4]1[C:5](=[O:6])[N:7]([c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[S:14][CH:15]1[c:16]3[cH:17][cH:18][c:19]([O:20][CH3:21])[cH:22][cH:23]3)[CH2:24][CH2:25][N:26]([CH3:27])[CH3:28])[CH3:29],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][C:4]([C:5](=[O:6])[N:7]1[CH3:8])([CH3:9])[CH3:10],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[S:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[N:8]([c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]13)[CH2:15][CH2:16][CH2:17][N:18]([CH3:19])[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[CH:2][NH:3][c:4]1[cH:5][c:6]([cH:7][cH:8][c:9]1[OH:10])[CH:11]([OH:12])[CH2:13][NH:14][CH:15]([CH3:16])[CH2:17][c:18]2[cH:19][cH:20][c:21]([O:22][CH3:23])[cH:24][cH:25]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C:7](=[CH:8][CH2:9][CH2:10][N:11]([CH3:12])[CH3:13])[c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]3[CH2:20][CH2:21]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH2:4][CH:5]([OH:6])[CH2:7][CH:8]([OH:9])[CH:10]=[CH:11][c:12]1[c:13](-[c:14]2[cH:15][cH:16][c:17]([F:18])[cH:19][cH:20]2)[c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]3[n:27]1[CH:28]([CH3:29])[CH3:30],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[OH:1][C:2]1([CH2:3][CH2:4][CH2:5][CH2:6][CH2:7]1)[CH:8]([c:9]2[cH:10][cH:11][c:12]([O:13][CH3:14])[cH:15][cH:16]2)[CH2:17][N:18]([CH3:19])[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]=[C:5]([CH:6]=[CH:7][CH:8]=[C:9]([CH:10]=[CH:11][C:12]1=[C:13]([CH3:14])[CH2:15][CH2:16][CH2:17][C:18]1([CH3:19])[CH3:20])[CH3:21])[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]([OH:4])[c:5]([o:6][c:7]2[cH:8][c:9]([OH:10])[cH:11][c:12]([OH:13])[c:14]12)-[c:15]3[cH:16][cH:17][c:18]([O:19][CH3:20])[c:21]([OH:22])[cH:23]3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]1[CH2:3][CH2:4][CH:5]2[CH:6]3[CH2:7][CH2:8][c:9]4[cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15][c:16]4[CH:17]3[CH2:18][CH2:19][C:20]12[CH3:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][c:5]2[nH:6][cH:7][c:8]([c:9]2[cH:10]1)[CH2:11][CH2:12][N:13]([CH:14]([CH3:15])[CH3:16])[CH:17]([CH3:18])[CH3:19])[CH3:20],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
[S:1]1[c:2]2[cH:3][cH:4][cH:5][cH:6][c:7]2[N:8]([c:9]3[cH:10][c:11]([S:12][CH3:13])[cH:14][cH:15][c:16]13)[CH2:17][CH2:18][CH:19]4[N:20]([CH3:21])[CH2:22][CH2:23][CH2:24][CH2:25]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][C:4]([c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)([C:11](=[O:12])[N:13]1[CH3:14])[CH2:15][CH3:16],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[c:2]1[c:3]2[c:4]([n:5][cH:6][n:7]2[CH3:8])[n:9]([c:10](=[O:11])[n:12]1[CH3:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[CH:8]([c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[CH2:15][CH2:16][N:17]([CH:18]([CH3:19])[CH3:20])[CH:21]([CH3:22])[CH3:23])[CH3:24],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH3:4])[C:5]12[c:6]3[nH:7][c:8]4[cH:9][cH:10][cH:11][cH:12][c:13]4[c:14]3[CH2:15][CH2:16][N:17]5[CH2:18][CH:19]([CH2:20][CH:21]([CH2:22][CH2:23][O:24][CH3:25])[CH:26]15)[CH2:27]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([OH:3])[CH:4]([NH:5][C:6](=[O:7])[c:8]1[c:9]([Cl:10])[cH:11][cH:12][cH:13][c:14]1[Cl:15])[CH2:16][c:17]2[cH:18][cH:19][c:20]([cH:21][cH:22]2)-[c:23]3[c:24]([O:25][CH3:26])[cH:27][cH:28][cH:29][c:30]3[O:31][CH3:32],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[N:2][N:3]([CH2:4][CH3:5])[CH2:6][CH3:7],"[0, 0, 1, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][c:8]([O:9][CH:10]([c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][NH:19][CH3:20])[cH:21][cH:22]1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[P:2]1([O:3][CH2:4][CH2:5][CH2:6][N:7]1[CH2:8][CH2:9][Cl:10])[NH:11][CH2:12][CH2:13][Cl:14],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
[O:1]([CH2:2][CH2:3][N:4]([CH3:5])[CH3:6])[CH:7]([c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1)[c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
